text,label_manual
Bahannya lumayan penyok.,Negatif
Pengirimannya sangat lambat.,Negatif
Pengirimannya lumayan penyok.,Negatif
Produknya sangat penyok.,Negatif
Pengirimannya cukup keren.,Positif
Kualitasnya terlalu original.,Positif
Kualitasnya cukup rapi.,Positif
Paketnya sangat jelek.,Negatif
Paketnya terlalu cepat.,Positif
Paketnya agak halus.,Positif
Bahannya benar-benar jelek.,Negatif
Produknya lumayan rusak.,Negatif
Kualitasnya lumayan kasar.,Negatif
Pelayanannya cukup lambat.,Negatif
Bahannya agak bagus.,Positif
Bahannya lumayan memuaskan.,Positif
Pelayanannya agak rusak.,Negatif
Barang ini agak lambat.,Negatif
Paketnya lumayan bagus.,Positif
Paketnya cukup bagus.,Positif
Pelayanannya terlalu buruk.,Negatif
Bahannya cukup rusak.,Negatif
Pelayanannya agak memuaskan.,Positif
Paketnya terlalu mengecewakan.,Negatif
Barang ini cukup cepat.,Positif
Bahannya lumayan palsu.,Negatif
Pengirimannya benar-benar halus.,Positif
Barang ini benar-benar cepat.,Positif
Produknya cukup halus.,Positif
Produknya cukup buruk.,Negatif
Pengirimannya sangat jelek.,Negatif
Pelayanannya benar-benar palsu.,Negatif
Bahannya lumayan jelek.,Negatif
Kualitasnya lumayan mantap.,Positif
Barang ini cukup rapi.,Positif
Pelayanannya cukup lambat.,Negatif
Bahannya agak memuaskan.,Positif
Pelayanannya lumayan cepat.,Positif
Bahannya sangat mantap.,Positif
Barang ini benar-benar kasar.,Negatif
Kualitasnya sangat oke.,Positif
Barang ini terlalu penyok.,Negatif
Pengirimannya cukup memuaskan.,Positif
Pengirimannya cukup lambat.,Negatif
Paketnya benar-benar mengecewakan.,Negatif
Kualitasnya terlalu penyok.,Negatif
Produknya benar-benar mantap.,Positif
Pengirimannya sangat rusak.,Negatif
Pelayanannya cukup bagus.,Positif
Barang ini sangat buruk.,Negatif
Pelayanannya benar-benar halus.,Positif
Produknya benar-benar jelek.,Negatif
Kualitasnya terlalu kasar.,Negatif
Barang ini sangat memuaskan.,Positif
Barang ini sangat original.,Positif
Pelayanannya terlalu keren.,Positif
Pengirimannya benar-benar penyok.,Negatif
Pelayanannya lumayan rapi.,Positif
Produknya sangat mengecewakan.,Negatif
Barang ini agak penyok.,Negatif
Barang ini benar-benar rapi.,Positif
Kualitasnya lumayan bagus.,Positif
Pengirimannya lumayan palsu.,Negatif
Produknya sangat bagus.,Positif
Produknya lumayan keren.,Positif
Pelayanannya sangat memuaskan.,Positif
Barang ini lumayan bagus.,Positif
Pengirimannya cukup lambat.,Negatif
Paketnya terlalu halus.,Positif
Kualitasnya agak rusak.,Negatif
Barang ini terlalu mengecewakan.,Negatif
Pelayanannya lumayan memuaskan.,Positif
Produknya terlalu bagus.,Positif
Paketnya benar-benar original.,Positif
Pengirimannya agak memuaskan.,Positif
Bahannya sangat cepat.,Positif
Bahannya sangat rusak.,Negatif
Produknya sangat buruk.,Negatif
Pelayanannya terlalu buruk.,Negatif
Pelayanannya terlalu penyok.,Negatif
Kualitasnya agak mantap.,Positif
Bahannya agak halus.,Positif
Paketnya agak keren.,Positif
Paketnya benar-benar bagus.,Positif
Barang ini sangat mantap.,Positif
Paketnya agak mengecewakan.,Negatif
Kualitasnya terlalu palsu.,Negatif
Produknya agak oke.,Positif
Kualitasnya benar-benar buruk.,Negatif
Barang ini benar-benar halus.,Positif
Produknya cukup memuaskan.,Positif
Paketnya cukup bagus.,Positif
Bahannya cukup memuaskan.,Positif
Paketnya benar-benar kasar.,Negatif
Pelayanannya agak bagus.,Positif
Paketnya agak mengecewakan.,Negatif
Paketnya cukup keren.,Positif
Produknya agak mengecewakan.,Negatif
Produknya agak keren.,Positif
Pelayanannya terlalu bagus.,Positif
Pengirimannya lumayan mengecewakan.,Negatif
Pengirimannya agak kasar.,Negatif
Pengirimannya lumayan penyok.,Negatif
Kualitasnya terlalu kasar.,Negatif
Paketnya sangat halus.,Positif
Paketnya benar-benar kasar.,Negatif
Paketnya terlalu keren.,Positif
Paketnya cukup cepat.,Positif
Bahannya cukup kasar.,Negatif
Kualitasnya benar-benar mengecewakan.,Negatif
Bahannya terlalu original.,Positif
Pelayanannya terlalu cepat.,Positif
Bahannya lumayan keren.,Positif
Kualitasnya agak mengecewakan.,Negatif
Pelayanannya agak kasar.,Negatif
Pengirimannya lumayan bagus.,Positif
Kualitasnya agak palsu.,Negatif
Paketnya benar-benar palsu.,Negatif
Kualitasnya benar-benar buruk.,Negatif
Kualitasnya benar-benar rusak.,Negatif
Paketnya cukup memuaskan.,Positif
Produknya benar-benar mengecewakan.,Negatif
Bahannya lumayan palsu.,Negatif
Pengirimannya cukup keren.,Positif
Pelayanannya sangat keren.,Positif
Bahannya cukup penyok.,Negatif
Kualitasnya benar-benar penyok.,Negatif
Pelayanannya benar-benar kasar.,Negatif
Produknya terlalu memuaskan.,Positif
Kualitasnya cukup halus.,Positif
Barang ini sangat memuaskan.,Positif
Kualitasnya lumayan kasar.,Negatif
Pengirimannya benar-benar rapi.,Positif
Bahannya lumayan buruk.,Negatif
Bahannya cukup lambat.,Negatif
Produknya lumayan palsu.,Negatif
Bahannya lumayan bagus.,Positif
Kualitasnya sangat bagus.,Positif
Produknya sangat palsu.,Negatif
Pengirimannya terlalu buruk.,Negatif
Paketnya benar-benar halus.,Positif
Pengirimannya benar-benar palsu.,Negatif
Bahannya agak cepat.,Positif
Kualitasnya agak jelek.,Negatif
Kualitasnya cukup palsu.,Negatif
Bahannya cukup penyok.,Negatif
Pengirimannya lumayan jelek.,Negatif
Pelayanannya terlalu original.,Positif
Kualitasnya terlalu buruk.,Negatif
Paketnya cukup oke.,Positif
Pelayanannya terlalu mengecewakan.,Negatif
Kualitasnya lumayan rusak.,Negatif
Bahannya agak penyok.,Negatif
Pengirimannya agak halus.,Positif
Pelayanannya benar-benar oke.,Positif
Produknya agak memuaskan.,Positif
Produknya lumayan penyok.,Negatif
Barang ini cukup halus.,Positif
Produknya sangat jelek.,Negatif
Kualitasnya lumayan mengecewakan.,Negatif
Produknya benar-benar kasar.,Negatif
Kualitasnya terlalu bagus.,Positif
Paketnya lumayan lambat.,Negatif
Pengirimannya cukup lambat.,Negatif
Kualitasnya cukup buruk.,Negatif
Pengirimannya agak rusak.,Negatif
Kualitasnya cukup rapi.,Positif
Bahannya agak keren.,Positif
Pengirimannya cukup mengecewakan.,Negatif
Paketnya cukup mengecewakan.,Negatif
Pengirimannya terlalu mantap.,Positif
Pengirimannya benar-benar original.,Positif
Kualitasnya terlalu palsu.,Negatif
Pengirimannya cukup rusak.,Negatif
Kualitasnya benar-benar kasar.,Negatif
Produknya benar-benar mengecewakan.,Negatif
Bahannya sangat lambat.,Negatif
Kualitasnya terlalu rusak.,Negatif
Paketnya sangat mengecewakan.,Negatif
Barang ini sangat memuaskan.,Positif
Bahannya terlalu halus.,Positif
Pelayanannya lumayan palsu.,Negatif
Produknya sangat jelek.,Negatif
Barang ini lumayan halus.,Positif
Pengirimannya benar-benar lambat.,Negatif
Kualitasnya lumayan keren.,Positif
Barang ini benar-benar jelek.,Negatif
Produknya benar-benar jelek.,Negatif
Produknya cukup bagus.,Positif
Paketnya lumayan bagus.,Positif
Produknya terlalu oke.,Positif
Pengirimannya cukup memuaskan.,Positif
Kualitasnya benar-benar rapi.,Positif
Paketnya cukup mantap.,Positif
Pelayanannya terlalu jelek.,Negatif
Kualitasnya sangat halus.,Positif
Pelayanannya sangat rapi.,Positif
Paketnya sangat halus.,Positif
Bahannya benar-benar halus.,Positif
Bahannya cukup oke.,Positif
Pengirimannya cukup memuaskan.,Positif
Pelayanannya lumayan original.,Positif
Paketnya cukup halus.,Positif
Produknya sangat jelek.,Negatif
Paketnya terlalu rapi.,Positif
Pengirimannya terlalu kasar.,Negatif
Pelayanannya benar-benar halus.,Positif
Bahannya cukup palsu.,Negatif
Produknya cukup rapi.,Positif
Kualitasnya sangat bagus.,Positif
Paketnya cukup palsu.,Negatif
Paketnya benar-benar cepat.,Positif
Pelayanannya sangat palsu.,Negatif
Pengirimannya lumayan jelek.,Negatif
Produknya agak lambat.,Negatif
Paketnya sangat original.,Positif
Pengirimannya lumayan kasar.,Negatif
Produknya sangat keren.,Positif
Produknya lumayan rusak.,Negatif
Produknya terlalu oke.,Positif
Paketnya benar-benar penyok.,Negatif
Pelayanannya sangat memuaskan.,Positif
Pengirimannya lumayan buruk.,Negatif
Paketnya benar-benar buruk.,Negatif
Paketnya terlalu oke.,Positif
Barang ini benar-benar mantap.,Positif
Barang ini benar-benar bagus.,Positif
Pengirimannya lumayan rusak.,Negatif
Paketnya sangat mantap.,Positif
Kualitasnya sangat kasar.,Negatif
Paketnya lumayan buruk.,Negatif
Barang ini lumayan kasar.,Negatif
Pengirimannya terlalu halus.,Positif
Pengirimannya sangat palsu.,Negatif
Kualitasnya lumayan buruk.,Negatif
Paketnya agak keren.,Positif
Pelayanannya sangat bagus.,Positif
Kualitasnya cukup memuaskan.,Positif
Bahannya terlalu rapi.,Positif
Kualitasnya agak penyok.,Negatif
Barang ini terlalu halus.,Positif
Kualitasnya benar-benar lambat.,Negatif
Pengirimannya terlalu kasar.,Negatif
Barang ini cukup penyok.,Negatif
Produknya benar-benar kasar.,Negatif
Pelayanannya agak bagus.,Positif
Paketnya agak lambat.,Negatif
Pelayanannya cukup kasar.,Negatif
Produknya lumayan oke.,Positif
Pelayanannya sangat mantap.,Positif
Kualitasnya benar-benar lambat.,Negatif
Produknya terlalu rusak.,Negatif
Kualitasnya cukup halus.,Positif
Kualitasnya benar-benar memuaskan.,Positif
Barang ini cukup jelek.,Negatif
Kualitasnya cukup bagus.,Positif
Bahannya lumayan halus.,Positif
Pengirimannya agak rapi.,Positif
Paketnya cukup keren.,Positif
Bahannya sangat halus.,Positif
Paketnya lumayan halus.,Positif
Pelayanannya agak penyok.,Negatif
Pengirimannya benar-benar penyok.,Negatif
Produknya agak mengecewakan.,Negatif
Produknya agak mengecewakan.,Negatif
Paketnya agak lambat.,Negatif
Bahannya agak keren.,Positif
Produknya agak jelek.,Negatif
Bahannya cukup lambat.,Negatif
Paketnya sangat mengecewakan.,Negatif
Paketnya benar-benar palsu.,Negatif
Pengirimannya cukup memuaskan.,Positif
Pengirimannya benar-benar cepat.,Positif
Produknya agak penyok.,Negatif
Barang ini cukup mengecewakan.,Negatif
Bahannya agak jelek.,Negatif
Pengirimannya terlalu penyok.,Negatif
Pelayanannya cukup penyok.,Negatif
Pengirimannya benar-benar oke.,Positif
Kualitasnya sangat mengecewakan.,Negatif
Paketnya sangat mengecewakan.,Negatif
Pelayanannya terlalu lambat.,Negatif
Bahannya agak jelek.,Negatif
Bahannya agak kasar.,Negatif
Paketnya terlalu oke.,Positif
Pelayanannya agak keren.,Positif
Paketnya agak palsu.,Negatif
Kualitasnya terlalu keren.,Positif
Kualitasnya terlalu lambat.,Negatif
Barang ini agak keren.,Positif
Pengirimannya agak keren.,Positif
Pengirimannya lumayan oke.,Positif
Paketnya sangat original.,Positif
Pengirimannya sangat mengecewakan.,Negatif
Pelayanannya terlalu original.,Positif
Pengirimannya cukup kasar.,Negatif
Kualitasnya benar-benar keren.,Positif
Paketnya sangat mengecewakan.,Negatif
Pelayanannya cukup rapi.,Positif
Pelayanannya lumayan mantap.,Positif
Paketnya benar-benar mengecewakan.,Negatif
Pengirimannya benar-benar palsu.,Negatif
Kualitasnya benar-benar jelek.,Negatif
Pengirimannya terlalu cepat.,Positif
Pelayanannya terlalu bagus.,Positif
Pengirimannya terlalu bagus.,Positif
Pelayanannya agak palsu.,Negatif
Pelayanannya lumayan penyok.,Negatif
Produknya benar-benar rapi.,Positif
Barang ini sangat mengecewakan.,Negatif
Barang ini agak halus.,Positif
Pengirimannya benar-benar mantap.,Positif
Bahannya agak cepat.,Positif
Produknya agak oke.,Positif
Bahannya benar-benar kasar.,Negatif
Kualitasnya cukup kasar.,Negatif
Kualitasnya benar-benar penyok.,Negatif
Bahannya benar-benar rapi.,Positif
Paketnya sangat cepat.,Positif
Pelayanannya agak penyok.,Negatif
Produknya benar-benar memuaskan.,Positif
Pengirimannya cukup jelek.,Negatif
Pengirimannya lumayan keren.,Positif
Bahannya terlalu mengecewakan.,Negatif
Paketnya agak buruk.,Negatif
Paketnya cukup memuaskan.,Positif
Pelayanannya cukup memuaskan.,Positif
Produknya agak memuaskan.,Positif
Bahannya benar-benar halus.,Positif
Pengirimannya sangat rapi.,Positif
Bahannya benar-benar jelek.,Negatif
Kualitasnya agak mantap.,Positif
Barang ini lumayan rapi.,Positif
Produknya cukup penyok.,Negatif
Barang ini sangat bagus.,Positif
Paketnya agak keren.,Positif
Paketnya terlalu rapi.,Positif
Barang ini cukup mengecewakan.,Negatif
Barang ini sangat penyok.,Negatif
Paketnya benar-benar rapi.,Positif
Produknya sangat penyok.,Negatif
Produknya terlalu palsu.,Negatif
Kualitasnya benar-benar rusak.,Negatif
Produknya cukup lambat.,Negatif
Pengirimannya lumayan mengecewakan.,Negatif
Barang ini lumayan buruk.,Negatif
Bahannya sangat halus.,Positif
Paketnya benar-benar penyok.,Negatif
Kualitasnya agak keren.,Positif
Kualitasnya sangat palsu.,Negatif
Bahannya terlalu oke.,Positif
Produknya benar-benar original.,Positif
Produknya cukup keren.,Positif
Pengirimannya terlalu kasar.,Negatif
Pengirimannya terlalu rusak.,Negatif
Bahannya cukup lambat.,Negatif
Pengirimannya terlalu mantap.,Positif
Paketnya terlalu mengecewakan.,Negatif
Paketnya sangat keren.,Positif
Bahannya terlalu bagus.,Positif
Produknya benar-benar memuaskan.,Positif
Produknya benar-benar halus.,Positif
Pengirimannya lumayan bagus.,Positif
Produknya agak mantap.,Positif
Pelayanannya terlalu kasar.,Negatif
Bahannya lumayan penyok.,Negatif
Pelayanannya agak buruk.,Negatif
Pelayanannya terlalu bagus.,Positif
Paketnya benar-benar kasar.,Negatif
Barang ini terlalu jelek.,Negatif
Pengirimannya sangat mantap.,Positif
Pelayanannya benar-benar rapi.,Positif
Bahannya agak mengecewakan.,Negatif
Pelayanannya agak palsu.,Negatif
Bahannya agak jelek.,Negatif
Pengirimannya agak rusak.,Negatif
Barang ini sangat oke.,Positif
Pelayanannya benar-benar kasar.,Negatif
Kualitasnya cukup bagus.,Positif
Kualitasnya sangat halus.,Positif
Kualitasnya sangat bagus.,Positif
Paketnya benar-benar oke.,Positif
Pengirimannya benar-benar mantap.,Positif
Pelayanannya agak penyok.,Negatif
Barang ini agak bagus.,Positif
Pengirimannya agak kasar.,Negatif
Pengirimannya sangat halus.,Positif
Bahannya lumayan lambat.,Negatif
Kualitasnya agak oke.,Positif
Kualitasnya terlalu memuaskan.,Positif
Barang ini cukup rusak.,Negatif
Pengirimannya terlalu palsu.,Negatif
Bahannya terlalu keren.,Positif
Pelayanannya terlalu cepat.,Positif
Bahannya agak oke.,Positif
Bahannya agak mengecewakan.,Negatif
Produknya benar-benar mantap.,Positif
Paketnya terlalu bagus.,Positif
Pelayanannya cukup keren.,Positif
Paketnya benar-benar jelek.,Negatif
Pengirimannya agak cepat.,Positif
Kualitasnya terlalu palsu.,Negatif
Produknya sangat lambat.,Negatif
Pengirimannya benar-benar mantap.,Positif
Paketnya sangat lambat.,Negatif
Paketnya lumayan kasar.,Negatif
Pelayanannya agak memuaskan.,Positif
Produknya benar-benar mantap.,Positif
Produknya lumayan keren.,Positif
Pengirimannya lumayan rusak.,Negatif
Pelayanannya agak memuaskan.,Positif
Pelayanannya cukup original.,Positif
Produknya cukup memuaskan.,Positif
Bahannya agak original.,Positif
Pelayanannya cukup oke.,Positif
Kualitasnya benar-benar palsu.,Negatif
Bahannya agak cepat.,Positif
Kualitasnya cukup buruk.,Negatif
Pelayanannya terlalu bagus.,Positif
Pengirimannya cukup memuaskan.,Positif
Bahannya cukup bagus.,Positif
Kualitasnya agak buruk.,Negatif
Pelayanannya sangat rusak.,Negatif
Barang ini benar-benar mantap.,Positif
Paketnya lumayan mengecewakan.,Negatif
Pengirimannya sangat penyok.,Negatif
Kualitasnya sangat cepat.,Positif
Pengirimannya benar-benar rapi.,Positif
Bahannya cukup palsu.,Negatif
Paketnya cukup mantap.,Positif
Kualitasnya sangat memuaskan.,Positif
Paketnya agak rusak.,Negatif
Pengirimannya terlalu buruk.,Negatif
Pelayanannya sangat buruk.,Negatif
Pengirimannya benar-benar rusak.,Negatif
Kualitasnya agak rusak.,Negatif
Pengirimannya terlalu penyok.,Negatif
Produknya cukup mantap.,Positif
Pelayanannya agak memuaskan.,Positif
Pengirimannya agak original.,Positif
Pengirimannya sangat memuaskan.,Positif
Pengirimannya agak kasar.,Negatif
Kualitasnya cukup bagus.,Positif
Barang ini sangat rusak.,Negatif
Kualitasnya benar-benar bagus.,Positif
Pengirimannya benar-benar keren.,Positif
Pelayanannya agak bagus.,Positif
Paketnya cukup mengecewakan.,Negatif
Bahannya sangat penyok.,Negatif
Barang ini benar-benar penyok.,Negatif
Pelayanannya lumayan halus.,Positif
Pelayanannya sangat rusak.,Negatif
Kualitasnya agak penyok.,Negatif
Produknya agak bagus.,Positif
Kualitasnya benar-benar mantap.,Positif
Paketnya lumayan buruk.,Negatif
Pengirimannya cukup bagus.,Positif
Barang ini terlalu jelek.,Negatif
Pelayanannya sangat buruk.,Negatif
Produknya terlalu jelek.,Negatif
Pelayanannya cukup cepat.,Positif
Pelayanannya cukup lambat.,Negatif
Paketnya cukup halus.,Positif
Pengirimannya benar-benar keren.,Positif
Kualitasnya agak cepat.,Positif
Produknya benar-benar rapi.,Positif
Paketnya sangat mengecewakan.,Negatif
Paketnya agak bagus.,Positif
Kualitasnya sangat rapi.,Positif
Produknya cukup palsu.,Negatif
Paketnya agak penyok.,Negatif
Pelayanannya terlalu rapi.,Positif
Produknya agak kasar.,Negatif
Produknya lumayan mengecewakan.,Negatif
Barang ini cukup kasar.,Negatif
Produknya terlalu kasar.,Negatif
Produknya terlalu kasar.,Negatif
Produknya lumayan keren.,Positif
Pengirimannya cukup kasar.,Negatif
Kualitasnya lumayan mantap.,Positif
Pengirimannya sangat palsu.,Negatif
Kualitasnya agak rusak.,Negatif
Kualitasnya agak buruk.,Negatif
Bahannya benar-benar mantap.,Positif
Pelayanannya sangat lambat.,Negatif
Pelayanannya terlalu penyok.,Negatif
Paketnya sangat jelek.,Negatif
Pelayanannya cukup lambat.,Negatif
Bahannya lumayan rusak.,Negatif
Pelayanannya lumayan kasar.,Negatif
Bahannya sangat kasar.,Negatif
Produknya sangat lambat.,Negatif
Paketnya sangat memuaskan.,Positif
Kualitasnya terlalu palsu.,Negatif
Kualitasnya lumayan cepat.,Positif
Bahannya cukup mengecewakan.,Negatif
Barang ini sangat mantap.,Positif
Pengirimannya cukup kasar.,Negatif
Paketnya benar-benar palsu.,Negatif
Pelayanannya cukup mantap.,Positif
Pelayanannya cukup keren.,Positif
Paketnya agak halus.,Positif
Pelayanannya lumayan mantap.,Positif
Kualitasnya terlalu mantap.,Positif
Paketnya benar-benar mantap.,Positif
Kualitasnya cukup jelek.,Negatif
Produknya lumayan buruk.,Negatif
Barang ini benar-benar keren.,Positif
Kualitasnya agak halus.,Positif
Paketnya sangat oke.,Positif
Kualitasnya sangat rusak.,Negatif
Paketnya benar-benar buruk.,Negatif
Pelayanannya cukup penyok.,Negatif
Pelayanannya agak halus.,Positif
Bahannya agak rapi.,Positif
Kualitasnya benar-benar mengecewakan.,Negatif
Bahannya cukup halus.,Positif
Barang ini lumayan original.,Positif
Barang ini lumayan memuaskan.,Positif
Kualitasnya agak mantap.,Positif
Produknya agak bagus.,Positif
Paketnya cukup rusak.,Negatif
Kualitasnya sangat buruk.,Negatif
Barang ini terlalu penyok.,Negatif
Produknya agak rusak.,Negatif
Pengirimannya benar-benar palsu.,Negatif
Kualitasnya terlalu mengecewakan.,Negatif
Barang ini cukup original.,Positif
Paketnya benar-benar cepat.,Positif
Pengirimannya lumayan penyok.,Negatif
Paketnya terlalu rapi.,Positif
Kualitasnya agak jelek.,Negatif
Bahannya sangat rusak.,Negatif
Pelayanannya agak rusak.,Negatif
Pengirimannya sangat penyok.,Negatif
Pengirimannya benar-benar mantap.,Positif
Pelayanannya sangat memuaskan.,Positif
Bahannya sangat original.,Positif
Kualitasnya lumayan halus.,Positif
Pengirimannya agak cepat.,Positif
Kualitasnya cukup mantap.,Positif
Paketnya lumayan original.,Positif
Produknya benar-benar original.,Positif
Kualitasnya agak oke.,Positif
Paketnya benar-benar buruk.,Negatif
Pelayanannya lumayan mengecewakan.,Negatif
Barang ini benar-benar palsu.,Negatif
Barang ini cukup rusak.,Negatif
Pengirimannya sangat memuaskan.,Positif
Kualitasnya sangat bagus.,Positif
